Region_name,year,gvaperhead_pounds_cp,gvaper16to64_pounds_cp,UK_gvaper16plus_employed_pounds_cp.x,perhourworked_pounds_cp,perfilledjob_pounds_cp,UK_gvaperhead_pounds_cp,UK_gvaper16to64_pounds_cp,UK_gvaper16plus_employed_pounds_cp.y,UK_perhourworked_pounds_cp,UK_perfilledjob_pounds_cp
Cheshire,2016,29459.37300406222,49075.031188736415,62638.76251137397,31.949373034627982,52641.33882126683,24498.521343339264,39165.73502368687,51047.224797145434,30.285629115458256,48909.39436814167
Cheshire,2017,30574.131099599108,51424.23701588435,65543.67606915378,33.551626529242334,54480.101045243464,25586.866310837133,41031.150763279955,52876.237949270304,31.52572569382225,50887.3379283595
Cheshire,2018,30949.182012171026,52521.45922746781,65281.17359413204,34.01175005098636,55607.6226179319,26231.350325760013,42181.43868044596,54089.919984083856,32.205079431598854,51836.27953578208
Cheshire,2019,32354.31615739157,55401.14613180516,67486.91099476439,34.11369822143025,56963.56364761252,27185.85308998597,43859.667799808856,55687.74787339602,33.11003177899806,53419.47755093092
Cheshire,2020,30930.585430110215,53362.099964041714,64746.94589877836,37.45935678720205,55324.41581294084,25710.957804416477,41513.91359839109,53079.17924816957,35.417550106745225,51079.95116066004
Cheshire,2021,32190.479334341533,56255.63367586082,71818.18181818182,38.57792622910497,58847.26866074139,27713.928444584104,44915.55127960298,57752.953572727354,35.479895695870844,55348.990445709984
Cheshire,2022,35445.97321292793,62486.50593738755,78397.29119638827,41.12871869756932,65802.68667462439,30266.828740676687,49282.05980546603,62603.08008653373,37.61140573936473,60029.40492394721
Cornwall and Isles of Scilly,1998,8118.336745001854,NA,NA,NA,NA,13607.332631346044,NA,NA,NA,NA
Cornwall and Isles of Scilly,1999,8305.115025132565,NA,NA,NA,NA,14075.574087142402,NA,NA,NA,NA
Cornwall and Isles of Scilly,2000,8734.142355464517,NA,NA,NA,NA,14827.107228170195,NA,NA,NA,NA
Cornwall and Isles of Scilly,2001,9273.477972502225,NA,NA,NA,NA,15462.70283350117,NA,NA,NA,NA
Cornwall and Isles of Scilly,2002,9934.611119661256,NA,NA,NA,22352.94117647059,16085.79314272791,NA,NA,NA,32821.521292139805
Cornwall and Isles of Scilly,2003,10712.034052951243,NA,NA,NA,24042.433510872048,16975.748910963528,NA,NA,NA,34503.31916247595
Cornwall and Isles of Scilly,2004,11052.099140111279,NA,NA,16.48279859664623,25042.75915574912,17767.73198574741,NA,NA,22.561479590899523,35976.39325091452
Cornwall and Isles of Scilly,2005,11642.967052510305,NA,NA,17.257690563298812,26556.437389770726,18747.154185116528,NA,NA,23.473453004197914,37861.87642803951
Cornwall and Isles of Scilly,2006,12432.532176961757,NA,NA,17.082175893548865,27061.51599717168,19595.190402967157,NA,NA,24.54228814223982,39471.71336164966
Cornwall and Isles of Scilly,2007,12711.492608488317,NA,NA,18.075777500111943,26767.997300706156,20432.22276265583,NA,NA,25.555995521379348,41102.917767984785
Cornwall and Isles of Scilly,2008,13197.270654989701,NA,NA,17.027894563942414,27184.97423697297,20962.55142762884,NA,NA,26.557821340275854,42141.09996457308
Cornwall and Isles of Scilly,2009,12786.219108010353,NA,NA,18.308171727714562,27506.358734357513,20604.802217573437,NA,NA,26.807527509641222,42346.46273439319
Cornwall and Isles of Scilly,2010,12980.666213051341,NA,NA,17.841254316338325,27595.190620991685,21141.849922982125,NA,NA,27.849343275007108,43734.212343589374
Cornwall and Isles of Scilly,2011,13257.858443535628,NA,NA,18.83148918833483,28075.74841664,21479.1006641448,NA,NA,28.15774528288979,44541.19172561712
Cornwall and Isles of Scilly,2012,13565.948930808287,22354.198473282442,30877.266975959512,19.248937535422936,29428.079879088014,21935.828525679986,34514.51911228328,47438.515270206975,28.388649775848908,45337.79701816649
Cornwall and Isles of Scilly,2013,14005.808860817851,23176.68599328654,30924.2671009772,19.704249770042715,30177.808681831728,22662.087606781082,35868.7434924426,48654.34817531929,29.00897604873566,46617.10133970939
Cornwall and Isles of Scilly,2014,14442.291278211464,24142.68218003674,30562.01550387597,20.241682765714277,30455.18626523242,23422.750928047484,37241.41917804175,49676.04016275102,29.392842214708704,47381.64954804678
Cornwall and Isles of Scilly,2015,14860.65520077442,25355.479664700404,32191.564840362633,21.206425469538615,31896.238610578443,23847.432192466098,38006.59434267083,49825.303969168264,29.943344126859305,47824.88088526348
Cornwall and Isles of Scilly,2016,15380.19546869664,26649.96869129618,32084.4327176781,20.709446062997085,32666.595029396867,24498.521343339264,39165.73502368687,51047.224797145434,30.285629115458256,48909.39436814167
Cornwall and Isles of Scilly,2017,16800.48507309186,28724.770642201835,34801.77843645794,21.559402781085378,34942.76647905033,25586.866310837133,41031.150763279955,52876.237949270304,31.52572569382225,50887.3379283595
Cornwall and Isles of Scilly,2018,17022.843592284305,29209.40170940171,35973.68421052632,23.142208822426227,35788.01705437953,26231.350325760013,42181.43868044596,54089.919984083856,32.205079431598854,51836.27953578208
Cornwall and Isles of Scilly,2019,17368.542912337198,30051.987767584098,37251.70583775587,24.530841355986027,37407.689379520365,27185.85308998597,43859.667799808856,55687.74787339602,33.11003177899806,53419.47755093092
Cornwall and Isles of Scilly,2020,16442.269541065998,28557.42725880551,35398.63325740319,26.486436484496988,34650.11706120629,25710.957804416477,41513.91359839109,53079.17924816957,35.417550106745225,51079.95116066004
Cornwall and Isles of Scilly,2021,18802.93058920029,33160.31941031941,42357.787367595134,26.370194783637935,39596.00849350335,27713.928444584104,44915.55127960298,57752.953572727354,35.479895695870844,55348.990445709984
Cornwall and Isles of Scilly,2022,20571.44439789923,36320.29339853301,44310.21625652498,28.184133823921297,44143.48489857473,30266.828740676687,49282.05980546603,62603.08008653373,37.61140573936473,60029.40492394721
Cumbria,1998,11659.744843395027,NA,NA,NA,NA,13607.332631346044,NA,NA,NA,NA
Cumbria,1999,12012.824058425264,NA,NA,NA,NA,14075.574087142402,NA,NA,NA,NA
Cumbria,2000,11855.980902457331,NA,NA,NA,NA,14827.107228170195,NA,NA,NA,NA
Cumbria,2001,11892.290818889083,NA,NA,NA,NA,15462.70283350117,NA,NA,NA,NA
Cumbria,2002,12701.537403746002,NA,NA,NA,28126.95420476894,16085.79314272791,NA,NA,NA,32821.521292139805
Cumbria,2003,13563.213244078815,NA,NA,NA,27449.623515067633,16975.748910963528,NA,NA,NA,34503.31916247595
Cumbria,2004,13945.74454758162,NA,NA,18.330778975668423,28056.340318286213,17767.73198574741,NA,NA,22.561479590899523,35976.39325091452
Cumbria,2005,14600.434572670207,NA,NA,20.83656897848395,32109.482850164593,18747.154185116528,NA,NA,23.473453004197914,37861.87642803951
Cumbria,2006,15775.450920485233,NA,NA,21.72458544030155,32132.663103176514,19595.190402967157,NA,NA,24.54228814223982,39471.71336164966
Cumbria,2007,16156.827662501822,NA,NA,20.0787755058891,32874.47484539936,20432.22276265583,NA,NA,25.555995521379348,41102.917767984785
Cumbria,2008,17344.22537910548,NA,NA,21.95532152719276,35038.47456806853,20962.55142762884,NA,NA,26.557821340275854,42141.09996457308
Cumbria,2009,17105.11076587604,NA,NA,22.05534405208979,34481.23176008856,20604.802217573437,NA,NA,26.807527509641222,42346.46273439319
Cumbria,2010,17642.178081233193,NA,NA,21.212678643015526,35563.72371210473,21141.849922982125,NA,NA,27.849343275007108,43734.212343589374
Cumbria,2011,17546.421990448503,NA,NA,23.51608666576213,35660.26381276125,21479.1006641448,NA,NA,28.15774528288979,44541.19172561712
Cumbria,2012,18208.42563172191,29760.8125819135,38020.09208874006,23.168513570203714,35570.506594818136,21935.828525679986,34514.51911228328,47438.515270206975,28.388649775848908,45337.79701816649
Cumbria,2013,19023.04850626405,31353.408338848443,39877.94612794613,24.187245004533622,37101.138290332565,22662.087606781082,35868.7434924426,48654.34817531929,29.00897604873566,46617.10133970939
Cumbria,2014,19909.573091071095,33103.1031031031,42415.56220607097,24.084428543245973,38479.73811592404,23422.750928047484,37241.41917804175,49676.04016275102,29.392842214708704,47381.64954804678
Cumbria,2015,20652.954174503426,34575.36085934877,41734.19773095624,25.353583287894626,39769.87528476003,23847.432192466098,38006.59434267083,49825.303969168264,29.943344126859305,47824.88088526348
Cumbria,2016,20278.747599940674,34193.9844542075,43257.802479692175,25.388101468538324,39257.22444672068,24498.521343339264,39165.73502368687,51047.224797145434,30.285629115458256,48909.39436814167
Cumbria,2017,20658.00001203145,35040.816326530614,42746.88796680498,25.51642727376854,40856.470924168454,25586.866310837133,41031.150763279955,52876.237949270304,31.52572569382225,50887.3379283595
